project_id,project_name,ministry,sector,region,sanction_date,sanctioned_cost_cr,planned_completion_date,planned_duration_years,as_of_date,months_since_sanction,physical_progress_pct,financial_progress_pct,cumulative_expenditure_cr,revised_cost_cr,cost_revisions_count,project_stage,land_acquisition_status,approval_delay_months,financing_irregularity_flag,contractor_track_record_score,ministry_reporting_compliance_rate,months_since_last_report,consecutive_missed_cycles,is_completed,actual_completion_date,final_cost_overrun_pct,final_delay_months
PAI-00557,Power Project 00557,Atomic Energy,Power,Central,2017-02-25,2027.43,2022-09-18,5.56,2022-10-03,68,100.0,100.0,2036.81,2036.81,2,construction,complete,1.6,0,0.774,0.893,0,0,1,2022-10-03,0.46,0.5
PAI-00558,Fertilizers Project 00558,Fertilizers,Fertilizers,West,2019-12-03,195.04,2024-10-08,4.85,2024-10-24,58,100.0,100.0,195.04,195.04,0,construction,complete,5.4,0,0.502,0.709,0,0,1,2024-10-24,0.0,0.5
PAI-00559,Roads Project 00559,Road Transport & Highways,Roads,North,2008-11-22,594.92,2011-09-20,2.83,2014-07-11,68,100.0,100.0,728.42,728.42,3,construction,complete,2.9,0,0.238,0.923,0,0,1,2014-07-11,22.44,33.7
PAI-00560,Railways Project 00560,Railways,Railways,East,2007-10-26,1752.71,2014-07-03,6.69,2014-07-28,81,100.0,100.0,1752.71,1752.71,0,construction,complete,0.7,0,0.469,0.935,0,0,1,2014-07-28,0.0,0.8
PAI-00561,Roads Project 00561,Road Transport & Highways,Roads,East,2021-07-19,1449.13,2025-03-23,3.68,2026-09-06,62,59.3,42.5,717.42,1686.62,2,construction,complete,3.3,0,0.486,0.96,0,0,0,,16.39,29.1
PAI-00562,Urban Infrastructure Project 00562,Housing & Urban Affairs,Urban Infrastructure,West,2019-07-20,804.38,2024-09-30,5.2,2026-09-06,86,70.4,57.0,460.12,807.39,0,construction,complete,10.1,0,0.15,0.816,0,0,0,,0.37,78.2
PAI-00563,Railways Project 00563,Railways,Railways,West,2019-10-19,3221.63,2025-11-21,6.09,2025-12-11,74,100.0,100.0,3224.26,3224.26,2,construction,partial,0.9,0,0.484,0.919,0,0,1,2025-12-11,0.08,0.6
PAI-00564,Roads Project 00564,Road Transport & Highways,Roads,South,2012-05-03,689.72,2015-12-21,3.63,2018-09-09,76,100.0,100.0,789.1,789.1,2,construction,complete,0.6,0,0.584,0.884,0,0,1,2018-09-09,14.41,32.6
PAI-00565,Roads Project 00565,Road Transport & Highways,Roads,East,2020-03-04,1369.0,2023-03-31,3.07,2023-04-17,37,100.0,100.0,1372.94,1372.94,0,construction,partial,0.5,0,0.901,0.945,0,0,1,2023-04-17,0.29,0.6
PAI-00566,Petroleum Project 00566,Petroleum & Natural Gas,Petroleum,North,2016-09-12,3768.87,2021-01-16,4.35,2021-05-22,56,100.0,100.0,3795.84,3795.84,0,construction,complete,1.0,0,0.928,0.874,0,0,1,2021-05-22,0.72,4.1
PAI-00567,Roads Project 00567,Road Transport & Highways,Roads,South,2009-08-09,638.38,2012-09-20,3.12,2012-09-28,37,100.0,100.0,643.86,643.86,0,construction,complete,1.9,0,0.552,0.925,0,0,1,2012-09-28,0.86,0.3
PAI-00568,Railways Project 00568,Railways,Railways,West,2005-03-04,1961.48,2009-12-12,4.78,2009-12-14,57,100.0,100.0,3612.45,3612.45,1,construction,complete,1.6,0,0.774,0.811,0,0,1,2009-12-14,84.17,0.1
PAI-00569,Roads Project 00569,Road Transport & Highways,Roads,North-East,2012-04-09,750.66,2015-09-09,3.42,2022-10-03,126,100.0,100.0,752.7,752.7,0,construction,complete,0.1,0,0.453,0.927,0,0,1,2022-10-03,0.27,84.8
PAI-00570,Aviation Project 00570,Civil Aviation,Aviation,North-East,2021-07-14,2536.55,2024-11-10,3.33,2024-12-30,41,100.0,100.0,2536.55,2536.55,0,construction,complete,2.8,0,0.417,0.75,0,0,1,2024-12-30,0.0,1.6
PAI-00571,Railways Project 00571,Railways,Railways,East,2019-08-27,2694.97,2026-02-08,6.45,2026-09-06,85,35.2,31.4,974.76,3108.0,2,construction,partial,0.1,0,0.803,0.937,0,0,0,,15.33,17.8
PAI-00572,Railways Project 00572,Railways,Railways,West,2019-10-05,1808.26,2026-04-29,6.57,2026-09-06,83,58.4,55.3,1005.59,1817.34,1,construction,complete,1.3,0,0.667,0.99,0,0,0,,0.5,27.6
PAI-00573,Railways Project 00573,Railways,Railways,South,2025-09-15,2437.74,2032-08-16,6.92,2026-09-06,12,4.6,4.0,97.89,2437.74,0,pre_construction,not_started,17.3,0,0.59,0.98,0,0,0,,0.0,0.1
PAI-00574,Roads Project 00574,Road Transport & Highways,Roads,North-East,2018-05-19,344.47,2022-01-23,3.68,2022-02-12,45,100.0,100.0,345.67,345.67,0,construction,complete,1.4,0,0.616,0.948,0,0,1,2022-02-12,0.35,0.6
PAI-00575,Railways Project 00575,Railways,Railways,North,2019-12-04,2562.81,2026-05-18,6.45,2026-06-11,78,100.0,100.0,2589.38,2589.38,1,construction,complete,1.4,0,0.445,0.909,0,0,1,2026-06-11,1.04,0.8
PAI-00576,Petroleum Project 00576,Petroleum & Natural Gas,Petroleum,North-East,2015-06-19,1200.03,2019-06-04,3.96,2019-06-24,48,100.0,100.0,1288.73,1288.73,1,construction,complete,2.6,0,0.842,0.874,0,0,1,2019-06-24,7.39,0.6
PAI-00577,Railways Project 00577,Railways,Railways,North-East,2008-08-24,2848.4,2013-10-16,5.15,2013-11-03,63,100.0,100.0,2855.19,2855.19,0,construction,partial,1.2,0,0.497,0.896,0,0,1,2013-11-03,0.24,0.6
PAI-00578,Roads Project 00578,Road Transport & Highways,Roads,North-East,2014-01-03,498.0,2016-10-13,2.78,2016-11-12,34,100.0,100.0,503.2,503.2,0,construction,complete,0.7,0,0.671,0.859,0,0,1,2016-11-12,1.04,1.0
PAI-00579,Power Project 00579,New & Renewable Energy,Power,Central,2026-04-06,437.77,2032-03-29,5.98,2026-09-06,5,8.6,2.4,10.64,438.38,0,pre_construction,partial,12.0,1,0.915,0.782,0,0,0,,0.14,15.8
PAI-00580,Ports & Shipping Project 00580,Shipping (Ports),Ports & Shipping,North,2026-08-16,222.63,2030-11-05,4.22,2026-09-06,1,1.0,0.0,0.0,250.52,1,pre_construction,partial,10.5,1,0.804,0.806,3,3,0,,12.53,59.7
PAI-00581,Roads Project 00581,Road Transport & Highways,Roads,Central,2026-12-20,1237.32,2030-07-10,3.55,2026-09-06,1,1.0,0.0,0.0,1237.32,0,pre_construction,not_started,0.7,0,0.9,0.857,0,0,0,,0.0,0.6
PAI-00582,Railways Project 00582,Railways,Railways,Central,2018-10-20,3527.85,2025-07-16,6.74,2025-08-15,82,100.0,100.0,3550.5,3550.5,1,construction,complete,0.6,0,0.882,0.901,0,0,1,2025-08-15,0.64,1.0
PAI-00583,Power Project 00583,Power,Power,Central,2026-09-09,3481.19,2031-01-30,4.39,2026-09-06,1,1.0,0.0,0.0,3522.51,0,pre_construction,partial,11.7,1,0.303,0.835,0,0,0,,1.19,16.1
PAI-00584,Mining Project 00584,Coal,Mining,East,2011-09-08,230.1,2015-10-30,4.14,2015-11-25,50,100.0,100.0,230.1,230.1,0,construction,complete,1.8,1,0.438,0.861,0,0,1,2015-11-25,0.0,0.9
PAI-00585,Petroleum Project 00585,Petroleum & Natural Gas,Petroleum,North,2020-03-27,751.14,2025-03-05,4.94,2025-04-08,61,100.0,100.0,797.93,797.93,0,construction,complete,0.4,0,0.75,0.872,0,0,1,2025-04-08,6.23,1.1
PAI-00586,Roads Project 00586,Road Transport & Highways,Roads,East,2021-06-09,1293.05,2024-12-26,3.55,2026-09-06,63,41.5,31.3,407.83,1301.71,0,construction,complete,8.2,0,0.624,0.974,0,0,0,,0.67,45.1
PAI-00587,Petroleum Project 00587,Petroleum & Natural Gas,Petroleum,Central,2020-09-27,1017.61,2024-01-27,3.33,2024-02-04,41,100.0,100.0,1143.59,1143.59,2,construction,complete,1.3,0,0.478,0.885,0,0,1,2024-02-04,12.38,0.3
PAI-00588,Fertilizers Project 00588,Fertilizers,Fertilizers,South,2017-02-23,1092.31,2020-05-15,3.22,2023-07-21,77,100.0,100.0,1296.42,1296.42,3,construction,complete,4.7,0,0.518,0.875,0,0,1,2023-07-21,18.69,38.2
PAI-00589,Roads Project 00589,Road Transport & Highways,Roads,South,2014-10-19,864.92,2018-09-30,3.95,2018-10-14,48,100.0,100.0,874.15,874.15,0,construction,complete,7.0,0,0.917,0.926,0,0,1,2018-10-14,1.07,0.5
PAI-00590,Steel Project 00590,Steel,Steel,East,2023-07-04,634.18,2028-09-23,5.23,2026-09-06,38,16.3,14.5,99.75,689.18,2,construction,complete,0.7,0,0.628,0.923,0,0,0,,8.67,31.7
PAI-00591,Power Project 00591,Atomic Energy,Power,Central,2018-11-09,1151.94,2024-06-05,5.57,2024-06-29,67,100.0,100.0,1151.94,1151.94,0,construction,complete,1.3,0,0.177,0.86,0,0,1,2024-06-29,0.0,0.8
PAI-00592,Ports & Shipping Project 00592,Shipping (Ports),Ports & Shipping,West,2026-03-27,989.72,2030-04-06,4.03,2026-09-06,6,11.8,8.6,92.72,1083.1,0,pre_construction,partial,5.6,0,0.363,0.838,3,3,0,,9.44,56.6
PAI-00593,Power Project 00593,Power,Power,West,2017-12-07,797.42,2022-01-07,4.09,2022-01-12,49,100.0,100.0,801.37,801.37,0,construction,complete,0.6,0,0.55,0.856,0,0,1,2022-01-12,0.5,0.2
PAI-00594,Telecom Project 00594,Telecommunications,Telecom,West,2025-07-20,607.58,2028-03-15,2.65,2026-09-06,14,5.1,0.8,4.89,610.61,0,pre_construction,partial,12.6,1,0.49,0.888,0,0,0,,0.5,6.6
PAI-00595,Roads Project 00595,Road Transport & Highways,Roads,North-East,2019-05-09,699.46,2022-08-23,3.29,2024-04-28,59,100.0,100.0,704.9,704.9,1,construction,complete,0.1,0,0.759,0.861,0,0,1,2024-04-28,0.78,20.2
PAI-00596,Roads Project 00596,Road Transport & Highways,Roads,East,2012-01-03,3625.62,2015-04-25,3.31,2015-05-05,40,100.0,100.0,3632.8,3632.8,0,construction,complete,1.7,0,0.622,0.897,0,0,1,2015-05-05,0.2,0.3
PAI-00597,Roads Project 00597,Road Transport & Highways,Roads,North-East,2016-11-22,357.3,2020-02-11,3.22,2020-03-03,40,100.0,100.0,357.3,357.3,0,construction,partial,0.1,0,0.832,0.831,0,0,1,2020-03-03,0.0,0.7
PAI-00598,Petroleum Project 00598,Petroleum & Natural Gas,Petroleum,North,2026-08-20,1326.88,2030-07-17,3.91,2026-09-06,1,1.0,0.0,0.0,1326.88,0,pre_construction,partial,6.7,0,0.77,0.928,1,1,0,,0.0,33.7
PAI-00599,Roads Project 00599,Road Transport & Highways,Roads,North-East,2009-12-09,327.51,2013-10-08,3.83,2013-11-08,47,100.0,100.0,330.64,330.64,0,construction,complete,0.3,0,0.726,0.931,0,0,1,2013-11-08,0.96,1.0
PAI-00600,Power Project 00600,Power,Power,West,2009-02-05,1728.45,2014-03-26,5.14,2016-12-31,94,100.0,100.0,2045.99,2045.99,0,construction,complete,1.1,0,0.34,0.836,0,0,1,2016-12-31,18.37,33.2
PAI-00601,Roads Project 00601,Road Transport & Highways,Roads,North-East,2009-12-07,660.8,2013-03-26,3.3,2013-03-29,39,100.0,100.0,667.68,667.68,2,construction,complete,0.4,1,0.837,0.896,0,0,1,2013-03-29,1.04,0.1
PAI-00602,Roads Project 00602,Road Transport & Highways,Roads,East,2020-02-23,418.72,2023-07-08,3.37,2023-07-22,41,100.0,100.0,422.95,422.95,0,construction,partial,2.8,0,0.784,0.971,0,0,1,2023-07-22,1.01,0.5
PAI-00603,Roads Project 00603,Road Transport & Highways,Roads,Central,2017-06-06,1864.34,2020-10-03,3.33,2020-11-02,41,100.0,100.0,2444.13,2444.13,0,construction,complete,1.5,0,0.953,0.98,0,0,1,2020-11-02,31.1,1.0
PAI-00604,Roads Project 00604,Road Transport & Highways,Roads,South,2017-09-28,150.0,2020-07-03,2.76,2021-11-10,50,100.0,100.0,158.75,158.75,0,construction,complete,2.5,0,0.377,0.842,0,0,1,2021-11-10,5.83,16.3
PAI-00605,Roads Project 00605,Road Transport & Highways,Roads,North,2023-05-03,483.33,2026-10-28,3.49,2026-09-06,40,21.6,17.9,93.32,520.69,1,construction,complete,2.4,0,0.558,0.894,0,0,0,,7.73,9.5
PAI-00606,Roads Project 00606,Road Transport & Highways,Roads,North,2020-08-04,512.59,2024-07-14,3.94,2024-07-29,47,100.0,100.0,512.59,512.59,0,construction,complete,2.3,0,0.641,0.865,0,0,1,2024-07-29,0.0,0.5
PAI-00607,Ports & Shipping Project 00607,Shipping (Ports),Ports & Shipping,North-East,2019-05-23,1644.45,2022-08-10,3.22,2022-08-23,39,100.0,100.0,1866.78,1866.78,1,construction,complete,0.6,0,0.67,0.803,0,0,1,2022-08-23,13.52,0.4
PAI-00608,Ports & Shipping Project 00608,Shipping (Ports),Ports & Shipping,East,2016-01-09,612.33,2019-08-06,3.57,2019-08-27,43,100.0,100.0,623.58,623.58,0,construction,complete,2.0,0,0.938,0.904,0,0,1,2019-08-27,1.84,0.7
PAI-00609,Steel Project 00609,Steel,Steel,West,2015-02-27,483.32,2021-02-02,5.94,2025-01-13,119,100.0,100.0,545.3,545.3,0,construction,complete,3.6,0,0.883,0.891,0,0,1,2025-01-13,12.83,47.3
PAI-00610,Roads Project 00610,Road Transport & Highways,Roads,North,2014-04-22,382.78,2018-04-12,3.97,2022-03-18,95,100.0,100.0,465.1,465.1,0,construction,complete,7.0,0,0.574,0.99,0,0,1,2022-03-18,21.5,47.2
PAI-00611,Urban Infrastructure Project 00611,Housing & Urban Affairs,Urban Infrastructure,East,2016-10-09,623.84,2020-12-04,4.16,2020-12-20,50,100.0,100.0,623.84,623.84,0,construction,complete,3.3,0,0.682,0.787,0,0,1,2020-12-20,0.0,0.5
PAI-00612,Roads Project 00612,Road Transport & Highways,Roads,North-East,2025-06-19,2000.44,2028-09-28,3.28,2026-09-06,15,26.7,23.8,476.04,2000.44,0,construction,complete,0.9,0,0.656,0.859,0,0,0,,0.0,0.1
PAI-00613,Telecom Project 00613,Telecommunications,Telecom,North,2019-08-27,434.44,2022-12-15,3.3,2024-09-18,61,100.0,100.0,550.58,550.58,1,construction,complete,3.4,0,0.826,0.847,0,0,1,2024-09-18,26.73,21.1
PAI-00614,Power Project 00614,New & Renewable Energy,Power,North,2015-03-06,807.61,2021-01-04,5.84,2021-02-02,71,100.0,100.0,814.41,814.41,0,construction,complete,4.4,1,0.519,0.838,0,0,1,2021-02-02,0.84,1.0
PAI-00615,Roads Project 00615,Road Transport & Highways,Roads,South,2012-04-25,6047.69,2015-08-09,3.29,2015-09-01,41,100.0,100.0,6078.72,6078.72,1,construction,complete,4.1,0,0.856,0.868,0,0,1,2015-09-01,0.51,0.7
PAI-00616,Water Resources Project 00616,Jal Shakti (Water Resources),Water Resources,North,2014-08-13,1036.36,2019-06-21,4.86,2021-05-28,81,100.0,100.0,1044.5,1044.5,3,construction,complete,2.1,0,0.631,0.737,0,0,1,2021-05-28,0.79,23.2
PAI-00617,Mining Project 00617,Coal,Mining,East,2016-11-05,377.66,2020-03-10,3.34,2020-04-08,41,100.0,100.0,381.82,381.82,0,construction,complete,5.5,0,0.319,0.866,0,0,1,2020-04-08,1.1,0.9
PAI-00618,Roads Project 00618,Road Transport & Highways,Roads,West,2017-10-11,913.11,2020-12-09,3.16,2022-11-20,61,100.0,100.0,924.18,924.18,0,construction,complete,0.4,0,0.434,0.925,0,0,1,2022-11-20,1.21,23.3
PAI-00619,Roads Project 00619,Road Transport & Highways,Roads,East,2013-01-20,1105.56,2016-03-09,3.13,2016-10-16,45,100.0,100.0,1331.26,1331.26,1,construction,complete,0.5,0,0.638,0.911,0,0,1,2016-10-16,20.42,7.2
PAI-00620,Urban Infrastructure Project 00620,Housing & Urban Affairs,Urban Infrastructure,North,2018-06-01,390.15,2022-05-06,3.93,2022-05-14,47,100.0,100.0,391.3,391.3,0,construction,complete,1.0,0,0.668,0.861,0,0,1,2022-05-14,0.3,0.3
PAI-00621,Urban Infrastructure Project 00621,Housing & Urban Affairs,Urban Infrastructure,South,2018-08-13,1339.26,2022-05-14,3.75,2022-06-05,46,100.0,100.0,1356.88,1356.88,1,construction,complete,2.3,0,0.438,0.865,0,0,1,2022-06-05,1.32,0.7
PAI-00622,Fertilizers Project 00622,Fertilizers,Fertilizers,Central,2010-11-04,697.0,2013-11-18,3.04,2013-11-20,36,100.0,100.0,697.0,697.0,1,construction,complete,9.2,0,0.596,0.889,0,0,1,2013-11-20,0.0,0.1
PAI-00623,Petroleum Project 00623,Petroleum & Natural Gas,Petroleum,Central,2018-11-15,3295.11,2022-09-11,3.82,2022-09-27,46,100.0,100.0,3311.31,3311.31,0,construction,complete,2.2,0,0.532,0.877,0,0,1,2022-09-27,0.49,0.5
PAI-00624,Power Project 00624,Power,Power,Central,2006-12-05,1528.36,2011-04-02,4.32,2011-04-12,52,100.0,100.0,1528.36,1528.36,1,construction,complete,1.6,0,0.983,0.855,0,0,1,2011-04-12,0.0,0.3
PAI-00625,Ports & Shipping Project 00625,Shipping (Ports),Ports & Shipping,South,2009-01-05,278.27,2011-08-12,2.6,2011-09-10,32,100.0,100.0,278.27,278.27,0,construction,complete,2.5,0,0.225,0.809,0,0,1,2011-09-10,0.0,1.0
PAI-00626,Power Project 00626,New & Renewable Energy,Power,Central,2024-03-03,2997.3,2029-01-05,4.85,2026-09-06,30,47.6,35.6,1068.23,2999.83,1,construction,complete,4.5,0,0.792,0.818,3,3,0,,0.08,0.3
PAI-00627,Railways Project 00627,Railways,Railways,East,2014-08-10,1318.51,2020-10-18,6.19,2023-03-26,103,100.0,100.0,1318.51,1318.51,0,construction,complete,0.5,0,0.445,0.918,0,0,1,2023-03-26,0.0,29.2
PAI-00628,Roads Project 00628,Road Transport & Highways,Roads,North-East,2015-03-16,586.24,2018-11-25,3.7,2018-12-01,45,100.0,100.0,587.67,587.67,0,construction,complete,3.9,0,0.552,0.974,0,0,1,2018-12-01,0.24,0.2
PAI-00629,Mining Project 00629,Coal,Mining,West,2021-06-13,460.63,2026-03-04,4.73,2026-03-22,57,100.0,100.0,497.32,497.32,0,construction,complete,0.1,0,0.749,0.892,0,0,1,2026-03-22,7.96,0.6
PAI-00630,Power Project 00630,Power,Power,Central,2024-06-16,501.45,2029-01-31,4.63,2026-09-06,27,28.8,24.4,149.23,612.53,1,construction,complete,0.6,0,0.849,0.879,0,0,0,,22.15,56.3
PAI-00631,Power Project 00631,New & Renewable Energy,Power,West,2025-06-14,1257.16,2031-06-30,6.04,2026-09-06,15,5.4,1.3,23.61,1765.93,2,pre_construction,partial,13.0,0,0.688,0.751,0,0,0,,40.47,44.8
PAI-00632,Roads Project 00632,Road Transport & Highways,Roads,South,2023-04-12,492.32,2026-07-28,3.3,2026-09-06,41,67.2,50.8,331.21,651.46,1,construction,complete,2.2,0,0.453,0.844,0,0,0,,32.32,59.4
PAI-00633,Railways Project 00633,Railways,Railways,East,2006-01-26,1623.99,2012-05-22,6.32,2012-06-20,77,100.0,100.0,1643.46,1643.46,0,construction,complete,3.9,0,0.381,0.893,0,0,1,2012-06-20,1.2,0.9
PAI-00634,Ports & Shipping Project 00634,Shipping (Ports),Ports & Shipping,North,2006-12-15,5771.08,2010-08-23,3.69,2010-08-26,44,100.0,100.0,5780.41,5780.41,0,construction,complete,1.2,0,0.411,0.851,0,0,1,2010-08-26,0.16,0.1
PAI-00635,Roads Project 00635,Road Transport & Highways,Roads,East,2009-04-06,368.94,2012-10-12,3.52,2014-02-26,58,100.0,100.0,487.25,487.25,1,construction,complete,1.1,0,0.922,0.921,0,0,1,2014-02-26,32.07,16.5
PAI-00636,Roads Project 00636,Road Transport & Highways,Roads,South,2021-05-28,192.2,2023-12-01,2.51,2023-12-15,31,100.0,100.0,195.0,195.0,0,construction,complete,6.9,0,0.517,0.883,0,0,1,2023-12-15,1.46,0.5
PAI-00637,Roads Project 00637,Road Transport & Highways,Roads,East,2023-10-02,311.77,2027-08-24,3.89,2026-09-06,35,49.8,41.6,129.79,311.77,0,construction,complete,5.2,0,0.589,0.889,0,0,0,,0.0,0.7
PAI-00638,Power Project 00638,Power,Power,North-East,2014-01-17,676.99,2018-05-02,4.29,2018-05-31,52,100.0,100.0,680.72,680.72,0,construction,complete,1.3,0,0.529,0.886,0,0,1,2018-05-31,0.55,1.0
PAI-00639,Railways Project 00639,Railways,Railways,South,2009-09-19,7616.83,2016-03-04,6.46,2020-03-24,126,100.0,100.0,7616.83,7616.83,1,construction,complete,0.9,0,0.864,0.99,0,0,1,2020-03-24,0.0,48.7
PAI-00640,Rural Infrastructure Project 00640,Development of North Eastern Region,Rural Infrastructure,East,2008-11-03,892.72,2013-04-10,4.43,2013-05-03,54,100.0,100.0,897.21,897.21,1,construction,complete,4.6,0,0.88,0.744,0,0,1,2013-05-03,0.5,0.8
PAI-00641,Roads Project 00641,Road Transport & Highways,Roads,West,2018-06-27,279.4,2021-03-19,2.73,2021-04-11,34,100.0,100.0,279.86,279.86,0,construction,complete,1.4,0,0.41,0.897,0,0,1,2021-04-11,0.17,0.8
PAI-00642,Railways Project 00642,Railways,Railways,Central,2015-10-12,1566.62,2020-12-20,5.19,2021-01-14,63,100.0,100.0,1582.29,1582.29,1,construction,complete,1.2,0,0.879,0.923,0,0,1,2021-01-14,1.0,0.8
PAI-00643,Railways Project 00643,Railways,Railways,South,2009-06-19,870.67,2014-04-10,4.81,2014-04-26,58,100.0,100.0,876.47,876.47,2,construction,partial,0.0,0,0.524,0.901,0,0,1,2014-04-26,0.67,0.5
PAI-00644,Mining Project 00644,Coal,Mining,North,2012-06-04,526.48,2017-11-05,5.42,2017-12-01,66,100.0,100.0,533.39,533.39,0,construction,complete,1.1,0,0.468,0.797,0,0,1,2017-12-01,1.31,0.9
PAI-00645,Roads Project 00645,Road Transport & Highways,Roads,South,2019-08-23,976.78,2023-03-18,3.57,2026-09-06,85,26.4,17.7,174.53,984.45,0,construction,complete,9.1,0,0.331,0.913,0,0,0,,0.79,64.8
PAI-00646,Roads Project 00646,Road Transport & Highways,Roads,South,2023-12-12,282.99,2027-03-04,3.23,2026-09-06,33,75.6,68.5,193.73,282.99,0,construction,complete,1.4,0,0.847,0.883,0,0,0,,0.0,0.8
PAI-00647,Roads Project 00647,Road Transport & Highways,Roads,West,2012-05-19,585.25,2014-12-23,2.6,2015-07-16,38,100.0,100.0,612.83,612.83,0,construction,complete,0.6,1,0.344,0.935,0,0,1,2015-07-16,4.71,6.7
PAI-00648,Fertilizers Project 00648,Fertilizers,Fertilizers,East,2020-03-24,606.54,2024-01-12,3.8,2026-09-06,78,41.9,27.2,180.41,662.48,0,construction,complete,0.1,0,0.726,0.759,0,0,0,,9.22,37.7
PAI-00649,Railways Project 00649,Railways,Railways,West,2007-04-25,7552.42,2013-05-09,6.04,2013-05-16,73,100.0,100.0,7552.42,7552.42,0,construction,complete,3.9,0,0.42,0.888,0,0,1,2013-05-16,0.0,0.2
PAI-00650,Water Resources Project 00650,Jal Shakti (Water Resources),Water Resources,West,2015-01-11,615.47,2019-08-20,4.61,2019-09-12,56,100.0,100.0,615.47,615.47,0,construction,complete,1.0,0,0.564,0.871,0,0,1,2019-09-12,0.0,0.8
PAI-00651,Aviation Project 00651,Civil Aviation,Aviation,West,2010-12-14,323.62,2013-09-17,2.76,2013-09-19,33,100.0,100.0,329.13,329.13,0,construction,partial,3.6,0,0.39,0.851,0,0,1,2013-09-19,1.7,0.1
PAI-00652,Roads Project 00652,Road Transport & Highways,Roads,East,2014-07-06,4301.11,2018-01-18,3.54,2018-02-15,43,100.0,100.0,4346.12,4346.12,2,construction,partial,4.3,0,0.7,0.978,0,0,1,2018-02-15,1.05,0.9
PAI-00653,Telecom Project 00653,Telecommunications,Telecom,South,2007-12-21,330.77,2010-01-24,2.1,2010-05-11,29,100.0,100.0,339.6,339.6,1,construction,complete,0.2,0,0.454,0.886,0,0,1,2010-05-11,2.67,3.5
PAI-00654,Urban Infrastructure Project 00654,Housing & Urban Affairs,Urban Infrastructure,North-East,2011-05-26,1103.1,2014-06-29,3.09,2014-07-24,38,100.0,100.0,1112.05,1112.05,0,construction,complete,2.1,0,0.537,0.779,0,0,1,2014-07-24,0.81,0.8
PAI-00655,Railways Project 00655,Railways,Railways,West,2013-11-17,2182.02,2019-04-28,5.44,2021-04-03,89,100.0,100.0,2195.8,2195.8,0,construction,complete,2.1,0,0.823,0.887,0,0,1,2021-04-03,0.63,23.2
PAI-00656,Railways Project 00656,Railways,Railways,South,2009-11-06,6743.36,2014-02-21,4.29,2014-03-14,52,100.0,100.0,6813.63,6813.63,1,construction,complete,0.6,0,0.471,0.931,0,0,1,2014-03-14,1.04,0.7
PAI-00657,Roads Project 00657,Road Transport & Highways,Roads,Central,2025-03-07,478.46,2028-09-24,3.55,2026-09-06,18,25.7,23.1,137.53,595.71,0,construction,complete,4.1,0,0.534,0.878,0,0,0,,24.51,34.0
PAI-00658,Steel Project 00658,Steel,Steel,North,2023-02-18,521.45,2027-07-15,4.4,2026-09-06,43,49.8,39.7,207.68,522.82,0,construction,complete,3.3,0,0.535,0.907,0,0,0,,0.26,0.9
PAI-00659,Power Project 00659,Power,Power,West,2011-12-01,2271.48,2016-11-01,4.92,2020-05-06,101,100.0,100.0,2306.54,2306.54,0,construction,complete,0.6,1,0.464,0.99,0,0,1,2020-05-06,1.54,42.1
PAI-00660,Power Project 00660,New & Renewable Energy,Power,West,2025-04-27,493.3,2029-08-12,4.29,2026-09-06,17,24.7,18.3,140.73,770.0,3,construction,complete,5.2,0,0.484,0.881,2,2,0,,56.09,0.1
PAI-00661,Roads Project 00661,Road Transport & Highways,Roads,West,2014-11-21,1143.99,2018-08-05,3.71,2018-08-16,45,100.0,100.0,1151.8,1151.8,0,construction,complete,1.4,0,0.541,0.892,0,0,1,2018-08-16,0.68,0.4
PAI-00662,Roads Project 00662,Road Transport & Highways,Roads,Central,2025-06-24,1994.99,2028-01-05,2.53,2026-09-06,15,33.1,28.7,579.54,2019.96,0,construction,partial,1.0,0,0.599,0.903,0,0,0,,1.25,0.9
